C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,06:45:37,0000000307942207,P5MIN,0000000307942204
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 06:50:00","2019/05/16 06:50:00",0,3031054626.0740,0,0,0,169.804,0,212,,,,,0,0,0,0,"2019/05/16 06:45:26"
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",Q>>LCCP_BCCP_CLWU_2,3064.67073,0,0,"2019/05/16 06:45:26",,"2018/12/27 00:00:00",1,1805.05505
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",Q>>LCCP_CLWU_BCCP_2,2914.78067,0,0,"2019/05/16 06:45:26",,"2018/12/27 00:00:00",1,1702.46731
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",Q>>NIL_MRGB_MRTX1,10936.46574,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,921.85301
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",Q>>NIL_MRTX5_MRTX4,3074.52622,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,1095.35232
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",Q>>WOPW_WOSP_WOGP_1,3017.67001,0,0,"2019/05/16 06:45:26",,"2019/04/10 00:00:00",1,2726.58191
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",Q>>WOPW_WOSP_WOGP_2,2866.06912,0,0,"2019/05/16 06:45:26",,"2019/04/10 00:00:00",1,2726.62868
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",Q>N-NIL_8L_8M,1379,0,0,"2019/05/16 06:45:26",,"2013/08/21 00:00:00",1,554.9345
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",Q>NIL_BI_CAGS_CALV_O,534.95008,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,263.79709
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",Q>NIL_MRTA_A,9990.731,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,0.626
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",Q>NIL_MRTA_B,9990.731,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,0.626
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",Q>NIL_MRTA_C,371.25,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,0.626
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",Q>NIL_MUTE_757,201.6,0,0,"2019/05/16 06:45:26",,"2014/09/02 00:00:00",1,65
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",Q>NIL_MUTE_758,201.6,0,0,"2019/05/16 06:45:26",,"2014/09/02 00:00:00",1,65
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",Q>NIL_TV66,358.56768,0,0,"2019/05/16 06:45:26",,"2018/08/20 00:00:00",1,0.005
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",QNI_SOUTH_1150_DYN,1150,0,0,"2019/05/16 06:45:26",,"2019/01/30 00:00:00",1,554.9345
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",QNTE_ROC,145.6,0,0,"2019/05/16 06:45:26",,"2010/11/08 00:00:00",3,65
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",QN_1078_OSC_AUTO,11078,0,0,"2019/05/16 06:45:26",,"2013/07/25 00:00:00",1,554.9345
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",Q^NIL_CN_FDR,-556.14799,0,0,"2019/05/16 06:45:26",,"2018/08/28 00:00:00",1,190.224
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",Q^NIL_CN_GT,-702.63139,0,0,"2019/05/16 06:45:26",,"2018/08/28 00:00:00",1,144
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",Q^NIL_FNQ,-307.68212,0,0,"2019/05/16 06:45:26",,"2018/08/28 00:00:00",1,144
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",Q^NIL_GC,-5376.39274,0,0,"2019/05/16 06:45:26",,"2013/08/21 00:00:00",1,-65
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",Q^^CS_-080,2921.52236,0,0,"2019/05/16 06:45:26",,"2018/08/30 00:00:00",1,2415.89448
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",Q^^NIL_CS,3001.52235,0,0,"2019/05/16 06:45:26",,"2018/08/30 00:00:00",1,2415.89448
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",Q^^NIL_QNI_SRAR,985.07596,0,0,"2019/05/16 06:45:26",,"2019/04/11 00:00:00",1,777.04834
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",Q^^NIL_TR_CLHA,5963.89194,0,0,"2019/05/16 06:45:26",,"2018/12/19 00:00:00",1,3810.53232
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",Q^^NIL_TR_TRBK,6186.09328,0,0,"2019/05/16 06:45:26",,"2018/12/19 00:00:00",1,4107.77583
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",Q^^TR_CLHA_-250,5474.40299,0,0,"2019/05/16 06:45:26",,"2018/12/19 00:00:00",1,3810.53232
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",Q^^TR_TRBK_-150,5889.81695,0,0,"2019/05/16 06:45:26",,"2018/12/19 00:00:00",1,4107.77583
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",Q_CS_2000,4269.95197,0,0,"2019/05/16 06:45:26",,"2019/01/15 00:00:00",1,3874.42418
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S::V_NIL_TBSE_1,650.99168,0,0,"2019/05/16 06:45:26",,"2019/03/21 00:00:00",1,242.55744
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S::V_NIL_TBSE_2-DS,10000,0,0,"2019/05/16 06:45:26",,"2019/03/21 00:00:00",1,242.28052
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S:VS_580_OSC_AUTO_1,10000,0,0,"2019/05/16 06:45:26",,"2016/06/30 00:00:00",1,272.40576
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S:VS_650_HY_TEST,650,0,0,"2019/05/16 06:45:26",,"2018/08/07 00:00:00",1,272.40576
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S:VS_650_HY_TEST_DYN,650,0,0,"2019/05/16 06:45:26",,"2015/11/25 00:00:00",1,272.40576
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S:VS_700_1,10000,0,0,"2019/05/16 06:45:26",,"2016/08/16 00:00:00",1,272.40576
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S:VS_700_OSC_AUTO,10700,0,0,"2019/05/16 06:45:26",,"2016/06/30 00:00:00",1,272.40576
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S:VS_800,800,0,0,"2019/05/16 06:45:26",,"2018/08/07 00:00:00",1,272.40576
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S:V_460_OSC_AUTO_1,10000,0,0,"2019/05/16 06:45:26",,"2016/06/30 00:00:00",1,245.40576
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S:V_500_HY_TEST,500,0,0,"2019/05/16 06:45:26",,"2018/08/07 00:00:00",1,245.40576
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S:V_500_HY_TEST_DYN,500,0,0,"2019/05/16 06:45:26",,"2015/11/25 00:00:00",1,245.40576
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S:V_550_1,10000,0,0,"2019/05/16 06:45:26",,"2016/08/16 00:00:00",1,245.40576
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S:V_550_OSC_AUTO,10550,0,0,"2019/05/16 06:45:26",,"2016/06/30 00:00:00",1,245.40576
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S:V_650,650,0,0,"2019/05/16 06:45:26",,"2018/08/07 00:00:00",1,245.40576
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>HUBG_AWHU_WEWT,325.97185,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,35.63482
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>HUBG_BGDV_WEMWP4,243.85601,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,-26.02083
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>HUBG_BGDV_WTWE,308.41462,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,-47.62953
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>HUBG_BLDV_WEWT,340.6289,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,44.28106
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>HUBG_BLDV_WTTP,460.88931,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,69.99212
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>HUBG_BWMP_WEWT,340.84448,0,0,"2019/05/16 06:45:26",,"2019/03/13 00:00:00",1,32.30439
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>HUBG_LKDV_WEWT,335.1782,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,58.6423
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>HUBG_LKDV_WTTP,504.13879,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,73.59409
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>HUBG_MNCLN_WEMWP4,192.46991,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,-22.66911
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>HUBG_MNCLN_WTWE,259.73116,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,-34.27028
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>HUBG_RBTU_WEWT,323.10776,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,64.79634
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>HUBG_RBTU_WTTP,468.18783,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,99.48609
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>HUBG_RBTX1_WEWT,316.25598,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,23.91209
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>HUBG_WTTP_WEMWP4,210.00926,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,11.92995
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>HUBG_WTTP_WTWE,273.68994,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,3.47117
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_BGBW_BRTW,1271.65312,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,204.52314
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_BRTW_WEP4,355.84342,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,8.33767
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_BRTW_WTTP,566.20229,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,116.51918
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_BRTX_WEP4,316.39092,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,-5.52296
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_BRTX_WTTP,521.40719,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,81.10523
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_BWMP_BRTW,1270.91582,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,252.03973
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_BWMP_TPRS,459.17594,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,82.69478
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_BWMP_TWPA,1145.51202,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,235.16222
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_BWMP_WEP4,277.40405,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,-0.33775
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_BWMP_WTTP,576.75702,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,116.95435
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_CGTB_TUTB_1,676.02972,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,241.48536
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_CNRB_WEMWP4,375.99586,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,41.66935
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_HUBG-T_WEWT,10000,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,35.63482
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_HUBG-T_WEWT2,323.88148,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,35.63482
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_LKDV_WEWT,303.42441,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,52.07825
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_MKRB_WEMWP4,358.44718,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,5.02133
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_RBPA_RBTU,1185.67676,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,281.70139
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_RBPA_WEWT,323.17802,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,53.61571
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_RBTU_BRTW,1410.4869,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,241.78701
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_RBTU_RBPA,1279.38821,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,280.70022
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_RBTU_TWPA,1127.71761,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,202.7202
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_RBTU_WEWT,312.86746,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,60.63368
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_RBTU_WTTP,587.71318,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,126.72384
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_RBTX1_WTWE,273.30828,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,-16.20868
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_SETB_SETB_1,911.58266,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,-241.61868
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_TBCG_TBTU_1,898.1347,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,-241.48536
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_TBSE_PWSE_1,10000,0,0,"2019/05/16 06:45:26",,"2019/03/11 00:00:00",1,57.73076
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_TBSE_TBSE_1,752.64662,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,241.61868
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_TBTU_TBCG_1,951.62213,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,-241.48536
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_TBTU_TBMO_1,434.50183,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,-121.44256
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_TUTB_CGTB_1,729.53353,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,241.48536
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_TUTB_PAAC,754.81651,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,133.92152
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_TWPA_BWMP,931.06358,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,167.98963
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_TWPA_TPRS,378.5463,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,91.64182
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>NIL_TWPA_WEMW4,296.12912,0,0,"2019/05/16 06:45:26",,"2019/05/15 00:00:00",1,19.91542
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>TBTX4_CGTB_TUTB,640.956,0,0,"2019/05/16 06:45:26",,"2019/03/13 00:00:00",1,241.59297
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>TBTX4_TBCG_TBTU,806.75688,0,0,"2019/05/16 06:45:26",,"2019/03/13 00:00:00",1,-241.59297
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>TBTX4_TBTU_TBCG,804.76986,0,0,"2019/05/16 06:45:26",,"2019/03/13 00:00:00",1,-241.59297
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>TBTX4_TUTB_CGTB,647.66591,0,0,"2019/05/16 06:45:26",,"2019/03/13 00:00:00",1,241.59297
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>V_NIL_DVBG_STBG,175.02074,0,0,"2019/05/16 06:45:26",,"2019/05/14 00:00:00",1,-4.21465
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>V_NIL_NIL_HUWT,209.75586,0,0,"2019/05/16 06:45:26",,"2019/05/14 00:00:00",1,-0.63268
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>V_NIL_NIL_MNWT,303.65011,0,0,"2019/05/16 06:45:26",,"2019/05/14 00:00:00",1,4.57331
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>V_NIL_RBTX_MW4RB,315.43341,0,0,"2019/05/16 06:45:26",,"2019/05/14 00:00:00",1,-4.35618
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>>V_NIL_WTTP_WEMW4,296.93238,0,0,"2019/05/16 06:45:26",,"2019/05/14 00:00:00",1,22.13887
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>DVTX_NIL_DVTX,166.92962,0,0,"2019/05/16 06:45:26",,"2019/01/22 00:00:00",1,0
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>NIL_BRTW_MNWT,324.94655,0,0,"2019/05/16 06:45:26",,"2019/05/14 00:00:00",1,30.87577
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>NIL_BWMP_CNRB,739.3795,0,0,"2019/05/16 06:45:26",,"2019/05/14 00:00:00",1,236.31948
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>NIL_BWMP_HUWT,210.61689,0,0,"2019/05/16 06:45:26",,"2019/05/14 00:00:00",1,8.45915
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>NIL_BWMP_RHBR-T,308.484,0,0,"2019/05/16 06:45:26",,"2019/05/14 00:00:00",1,55.88452
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>NIL_DVBG_BRTW,1606.35973,0,0,"2019/05/16 06:45:26",,"2019/05/14 00:00:00",1,249.21419
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>NIL_DVTX_DVTX,166.3331,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,0
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>NIL_HUWT_STBG,10000,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,0
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>NIL_HUWT_STBG2,111.45059,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,0
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>NIL_LKDV_CNRB,455.07,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,216.305
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>NIL_MHNW1_MHNW2,10000,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,-27
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>NIL_NIL_DLAW,102.44756,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,0
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>NIL_NIL_MHNW2,270.26061,0,0,"2019/05/16 06:45:26",,"2019/01/11 00:00:00",1,-27
D,P5MIN,CONSTRAINTSOLUTION,6,"2019/05/16 06:50:00",0,"2019/05/16 06:50:00",S>NIL_NIL_MYSG-T,274.5781,0,0,"2019/05/16 06:45:26",,"2019/03/14 00:00:00",2,3.956
